angle,intensity
1.000000000000000000e+01,8.158273349344333791e-01
1.002000571591883471e+01,1.014314322712468242e+00
1.004001143183766764e+01,9.876109957931686889e-01
1.006001714775650235e+01,1.238097437472673201e+00
1.008002286367533529e+01,1.847947963438337116e+00
1.010002857959417000e+01,1.701453281069045698e+00
1.012003429551300293e+01,4.792585730586108594e-01
1.014004001143183764e+01,8.030524335933708624e-01
1.016004572735067235e+01,4.064593794857584985e-01
1.018005144326950528e+01,1.357972403525071980e+00
1.020005715918833999e+01,1.605803999867971399e+00
1.022006287510717293e+01,4.917213036001523152e-01
1.024006859102600764e+01,6.107884007779091906e-01
1.026007430694484057e+01,1.268049515356022727e+00
1.028008002286367528e+01,8.108943455241147680e-01
1.030008573878250999e+01,3.580379878171305874e-01
1.032009145470134293e+01,8.707460480105133627e-01
1.034009717062017764e+01,5.534389672085302525e-01
1.036010288653901057e+01,1.423669643366872073e+00
1.038010860245784528e+01,7.908953505084560520e-01
1.040011431837667999e+01,1.833863287145238274e+00
1.042012003429551292e+01,1.668165169348043708e+00
1.044012575021434763e+01,1.084744872522276360e+00
1.046013146613318057e+01,1.536883792948159799e+00
1.048013718205201528e+01,8.425446476799899331e-01
1.050014289797084821e+01,4.704041530097502477e-01
1.052014861388968292e+01,1.125369405212810481e+00
1.054015432980851585e+01,6.203815612795441359e-01
1.056016004572735056e+01,6.138397273798456011e-01
1.058016576164618527e+01,1.161003240624413291e+00
1.060017147756501821e+01,8.431341444271448493e-01
1.062017719348385292e+01,1.887482304983240544e+00
1.064018290940268585e+01,1.214238289899129519e+00
1.066018862532152056e+01,1.076621391528773675e+00
1.068019434124035527e+01,1.080681732648295812e+00
1.070020005715918820e+01,1.341606078111988065e+00
1.072020577307802292e+01,1.728597859174361151e+00
1.074021148899685585e+01,4.591332360547224489e-01
1.076021720491569056e+01,5.552177590444471456e-01
1.078022292083452349e+01,1.239566480540617910e+00
1.080022863675335820e+01,1.459831487651002124e+00
1.082023435267219291e+01,1.111911955728046131e+00
1.084024006859102585e+01,1.541531223350836477e+00
1.086024578450986056e+01,1.446086531023053512e+00
1.088025150042869349e+01,9.084833544744013167e-01
1.090025721634752820e+01,1.328767820335491123e+00
1.092026293226636113e+01,1.331692494509196134e+00
1.094026864818519584e+01,4.767464524054091379e-01
1.096027436410403055e+01,1.442762567598614876e+00
1.098028008002286349e+01,1.070534215239117071e+00
1.100028579594169820e+01,1.130487649891556146e+00
1.102029151186053113e+01,1.319904333428478349e+00
