angle,intensity
1.000000000000000000e+01,5.428912541144117476e+00
1.002000571591883471e+01,5.951981441018505237e+00
1.004001143183766764e+01,5.325777546506431648e+00
1.006001714775650235e+01,5.728252779413910645e+00
1.008002286367533529e+01,6.649285200797136142e+00
1.010002857959417000e+01,5.258784367825033890e+00
1.012003429551300293e+01,6.512494808790027179e+00
1.014004001143183764e+01,5.863151899900519659e+00
1.016004572735067235e+01,5.561764246070067585e+00
1.018005144326950528e+01,5.934470333522932073e+00
1.020005715918833999e+01,5.483175208463022088e+00
1.022006287510717293e+01,6.040920361295655461e+00
1.024006859102600764e+01,6.089820711552758503e+00
1.026007430694484057e+01,4.981319701859503013e+00
1.028008002286367528e+01,4.979088672376422053e+00
1.030008573878250999e+01,5.936578932224947813e+00
1.032009145470134293e+01,4.829866296439386808e+00
1.034009717062017764e+01,4.883054034509244801e+00
1.036010288653901057e+01,6.217409756350416927e+00
1.038010860245784528e+01,6.557144418863842361e+00
1.040011431837667999e+01,4.805996346153427190e+00
1.042012003429551292e+01,5.321902729476100546e+00
1.044012575021434763e+01,6.639984203149587927e+00
1.046013146613318057e+01,5.079241986182229773e+00
1.048013718205201528e+01,6.604398023433944331e+00
1.050014289797084821e+01,6.696585839943161922e+00
1.052014861388968292e+01,4.773432245355399672e+00
1.054015432980851585e+01,4.967089272229421759e+00
1.056016004572735056e+01,4.842070735553861915e+00
1.058016576164618527e+01,5.269501735525973452e+00
1.060017147756501821e+01,6.162729420159926086e+00
1.062017719348385292e+01,5.307538563950065402e+00
1.064018290940268585e+01,4.767418626393498116e+00
1.066018862532152056e+01,6.119846411415246656e+00
1.068019434124035527e+01,4.823085419590372069e+00
1.070020005715918820e+01,5.836438456413586273e+00
1.072020577307802292e+01,5.425534568836111404e+00
1.074021148899685585e+01,6.214836449874877822e+00
1.076021720491569056e+01,5.599679720582290798e+00
1.078022292083452349e+01,5.502604681457353486e+00
1.080022863675335820e+01,6.572462515107260650e+00
1.082023435267219291e+01,6.064989082486034633e+00
1.084024006859102585e+01,6.088693202003216953e+00
1.086024578450986056e+01,6.088952277726767726e+00
1.088025150042869349e+01,5.765703899925669340e+00
1.090025721634752820e+01,6.278183152479964058e+00
1.092026293226636113e+01,5.537384306221980523e+00
1.094026864818519584e+01,5.977085672321884147e+00
1.096027436410403055e+01,5.855195720094829248e+00
1.098028008002286349e+01,4.967210617647225490e+00
1.100028579594169820e+01,4.633320569431329972e+00
1.102029151186053113e+01,5.354616519961176380e+00
1.104029722777936584e+01,5.443210429281609919e+00
1.106030294369819877e+01,5.722742853141952857e+00
1.108030865961703348e+01,5.995072228117884983e+00
1.110031437553586819e+01,4.929701591134091565e+00
1.112032009145470113e+01,4.728317967800092170e+00
1.114032580737353584e+01,4.995538142880842081e+00
1.116033152329236877e+01,6.344409746100945213e+00
1.118033723921120348e+01,5.128590930846248064e+00
1.120034295513003642e+01,6.003559159851878491e+00
1.122034867104887113e+01,6.036283073752459316e+00
1.124035438696770584e+01,6.034404242362490400e+00
1.126036010288653877e+01,6.380625569872480973e+00
1.128036581880537348e+01,5.917466659450821176e+00
1.130037153472420641e+01,5.567660512363038272e+00
1.132037725064304112e+01,6.341089788519421511e+00
1.134038296656187583e+01,6.170345825324234035e+00
1.136038868248070877e+01,5.897259383740107275e+00
1.138039439839954348e+01,5.045563748686610062e+00
1.140040011431837641e+01,6.327706281462939231e+00
1.142040583023721112e+01,5.284223214689714787e+00
1.144041154615604405e+01,5.333436337130645910e+00
1.146041726207487876e+01,6.256467519818695422e+00
1.148042297799371170e+01,4.572222875760508565e+00
1.150042869391254641e+01,4.956183623204547750e+00
1.152043440983138112e+01,6.325249432971115304e+00
1.154044012575021405e+01,5.177328053685815945e+00
1.156044584166904876e+01,4.743859984115345263e+00
1.158045155758788169e+01,5.570364190768828827e+00
1.160045727350671640e+01,5.080824615763784635e+00
1.162046298942555111e+01,5.769062681011013716e+00
1.164046870534438405e+01,4.467121238140146389e+00
1.166047442126321876e+01,5.489291883149383544e+00
1.168048013718205169e+01,5.798619782927795008e+00
1.170048585310088640e+01,5.878415525276055931e+00
1.172049156901971934e+01,5.409692928893336195e+00
1.174049728493855405e+01,4.364728266152592795e+00
1.176050300085738698e+01,4.777762495732954307e+00
1.178050871677622169e+01,4.982281904381381743e+00
1.180051443269505640e+01,5.943930264768553684e+00
1.182052014861388933e+01,5.095178760886712510e+00
1.184052586453272404e+01,5.173635611694165526e+00
1.186053158045155698e+01,5.204327224164665644e+00
1.188053729637039169e+01,5.005824136408084435e+00
1.190054301228922640e+01,5.948821523303092107e+00
1.192054872820805933e+01,4.754786344793703989e+00
1.194055444412689404e+01,6.028954864238208700e+00
1.196056016004572697e+01,4.346072700749368245e+00
1.198056587596456168e+01,5.878980335514912170e+00
1.200057159188339639e+01,4.344551796845395053e+00
1.202057730780222933e+01,6.101581500182589046e+00
1.204058302372106226e+01,5.089298563364615724e+00
1.206058873963989697e+01,6.020927642409948710e+00
1.208059445555873168e+01,5.700246600705711764e+00
1.210060017147756461e+01,4.925837664305452002e+00
1.212060588739639932e+01,5.855695567520053935e+00
1.214061160331523226e+01,6.092795615388732600e+00
1.216061731923406697e+01,5.155927350384622798e+00
1.218062303515290168e+01,4.192271638018447710e+00
1.220062875107173461e+01,4.314841834594698611e+00
1.222063446699056932e+01,4.604776888065369889e+00
1.224064018290940226e+01,5.732455713682990783e+00
1.226064589882823697e+01,4.776537465399265159e+00
1.228065161474707168e+01,5.895637386440599315e+00
1.230065733066590461e+01,4.517981809634766144e+00
1.232066304658473754e+01,4.397450899709618888e+00
1.234066876250357225e+01,5.119157424053991434e+00
1.236067447842240696e+01,4.840073475428930294e+00
1.238068019434123990e+01,4.236183263367316876e+00
1.240068591026007461e+01,5.782872498815001094e+00
1.242069162617890754e+01,4.345758032339869459e+00
1.244069734209774225e+01,5.940098846617892114e+00
1.246070305801657696e+01,5.096303986747704684e+00
1.248070877393540989e+01,5.882968219959399114e+00
1.250071448985424460e+01,4.819843532091005578e+00
1.252072020577307754e+01,4.897966068396454098e+00
1.254072592169191225e+01,5.532954299615887805e+00
1.256073163761074696e+01,4.568689695729031719e+00
1.258073735352957989e+01,4.237042751518901085e+00
1.260074306944841460e+01,5.182436273295159879e+00
1.262074878536724754e+01,5.693374872073470705e+00
1.264075450128608225e+01,5.958067715470274806e+00
1.266076021720491518e+01,4.942444986746822089e+00
1.268076593312374989e+01,4.860012666760013644e+00
1.270077164904258282e+01,4.174908451342917104e+00
1.272077736496141753e+01,4.809530858150814048e+00
1.274078308088025224e+01,5.847847744002610426e+00
1.276078879679908518e+01,4.168788961641268997e+00
