angle,intensity
1.000000000000000000e+01,7.758414945206915103e-01
1.002000571591883471e+01,8.193518336214158371e-01
1.004001143183766764e+01,1.038140598467934606e+00
1.006001714775650235e+01,1.140329739286003230e+00
1.008002286367533529e+01,1.743568347553089204e+00
1.010002857959417000e+01,1.414722115281568771e+00
1.012003429551300293e+01,5.654041742079691790e-01
1.014004001143183764e+01,8.249564550849128874e-01
1.016004572735067235e+01,6.517374449290296301e-01
1.018005144326950528e+01,1.368414623283706000e+00
1.020005715918833999e+01,1.417543390451027063e+00
1.022006287510717293e+01,4.672554285153195375e-01
1.024006859102600764e+01,5.348091813632533942e-01
1.026007430694484057e+01,1.110851403541474713e+00
1.028008002286367528e+01,7.070027210026019748e-01
1.030008573878250999e+01,1.867130161727320048e-01
1.032009145470134293e+01,1.099426140877986846e+00
1.034009717062017764e+01,1.116641110683099347e+00
1.036010288653901057e+01,8.929755442793417819e-01
1.038010860245784528e+01,7.358208333118794187e-01
1.040011431837667999e+01,1.811995285518621657e+00
1.042012003429551292e+01,1.100813130033652332e+00
1.044012575021434763e+01,1.806825373683837554e+00
1.046013146613318057e+01,1.902921713877263166e+00
1.048013718205201528e+01,3.478138356952975574e-01
1.050014289797084821e+01,3.421485448622977321e-01
1.052014861388968292e+01,6.974521447040054056e-01
1.054015432980851585e+01,5.175051713207844406e-01
1.056016004572735056e+01,9.445938140387125648e-01
1.058016576164618527e+01,6.584980159187228121e-01
1.060017147756501821e+01,4.637926497210861365e-01
1.062017719348385292e+01,1.754632824407990954e+00
1.064018290940268585e+01,7.521951941302049693e-01
1.066018862532152056e+01,1.604392328563446046e+00
1.068019434124035527e+01,1.150036006757918949e+00
1.070020005715918820e+01,1.160178738654639385e+00
1.072020577307802292e+01,1.495399681900004385e+00
1.074021148899685585e+01,7.581444156307048932e-01
1.076021720491569056e+01,1.296997739808496197e+00
1.078022292083452349e+01,1.844824007292921841e+00
1.080022863675335820e+01,1.611730625240965775e+00
1.082023435267219291e+01,1.143223105918025784e+00
1.084024006859102585e+01,1.578070748850547655e+00
1.086024578450986056e+01,1.796729792802039150e+00
1.088025150042869349e+01,1.251778119958068203e+00
1.090025721634752820e+01,1.202610168585904304e+00
1.092026293226636113e+01,1.424455319521489738e+00
1.094026864818519584e+01,6.516442671738429393e-01
1.096027436410403055e+01,8.533378191277378733e-01
1.098028008002286349e+01,9.493011353951896769e-01
1.100028579594169820e+01,1.198661881801556639e+00
1.102029151186053113e+01,1.128595424679421200e+00
1.104029722777936584e+01,1.431438711417627463e+00
1.106030294369819877e+01,1.272898188935746244e+00
1.108030865961703348e+01,8.965164249150796572e-01
1.110031437553586819e+01,1.066334411393796255e+00
1.112032009145470113e+01,2.202682023372799947e+00
1.114032580737353584e+01,1.391079694735014582e+00
1.116033152329236877e+01,1.485484320166279293e+00
1.118033723921120348e+01,1.532969249325960348e+00
1.120034295513003642e+01,1.925189992547149176e+00
1.122034867104887113e+01,2.132093188451164245e+00
1.124035438696770584e+01,1.659940612042140273e+00
1.126036010288653877e+01,1.694093561931297787e+00
1.128036581880537348e+01,2.133214447930468438e+00
1.130037153472420641e+01,1.705508333604617732e+00
1.132037725064304112e+01,1.629213506213898377e+00
1.134038296656187583e+01,1.352087865907416919e+00
1.136038868248070877e+01,1.451989270084529604e+00
1.138039439839954348e+01,9.749358659161638796e-01
1.140040011431837641e+01,1.172523324222439767e+00
1.142040583023721112e+01,2.019045659053694042e+00
1.144041154615604405e+01,9.133542355589039374e-01
1.146041726207487876e+01,9.909712375277286434e-01
1.148042297799371170e+01,1.861840396673280829e+00
1.150042869391254641e+01,1.312691469924031074e+00
1.152043440983138112e+01,1.272887432838913480e+00
1.154044012575021405e+01,1.810987528900792398e+00
1.156044584166904876e+01,1.671640159746215604e+00
1.158045155758788169e+01,2.157460785610658238e+00
1.160045727350671640e+01,1.440573744403431222e+00
1.162046298942555111e+01,1.986535132638037604e+00
1.164046870534438405e+01,2.078748409668555119e+00
1.166047442126321876e+01,1.667318021230951963e+00
1.168048013718205169e+01,1.497210301343710803e+00
1.170048585310088640e+01,1.421454382879491662e+00
1.172049156901971934e+01,9.877129767340938615e-01
1.174049728493855405e+01,1.440379458566828363e+00
1.176050300085738698e+01,1.964119307017689220e+00
1.178050871677622169e+01,1.503857072035694520e+00
1.180051443269505640e+01,1.618011044994706493e+00
1.182052014861388933e+01,1.592404737377836277e+00
1.184052586453272404e+01,1.841426518599026396e+00
1.186053158045155698e+01,2.354381425261887095e+00
1.188053729637039169e+01,1.148397074271831464e+00
1.190054301228922640e+01,2.241837793380349275e+00
1.192054872820805933e+01,1.269149171219619010e+00
1.194055444412689404e+01,2.006632505031196612e+00
1.196056016004572697e+01,7.722519425185244701e-01
1.198056587596456168e+01,1.703988921189548256e+00
1.200057159188339639e+01,1.664116511332711434e+00
1.202057730780222933e+01,1.862254429821117663e+00
1.204058302372106226e+01,1.888719236205154584e+00
1.206058873963989697e+01,1.617347055216308505e+00
1.208059445555873168e+01,2.330948030102534485e+00
1.210060017147756461e+01,2.199552084966778231e+00
1.212060588739639932e+01,1.923730322261067993e+00
1.214061160331523226e+01,1.053310639084272138e+00
1.216061731923406697e+01,1.282329694613217885e+00
1.218062303515290168e+01,1.872386125327423878e+00
1.220062875107173461e+01,2.416417675371076434e+00
1.222063446699056932e+01,1.232997191501138179e+00
1.224064018290940226e+01,2.062238618284278679e+00
1.226064589882823697e+01,1.038239270484010435e+00
1.228065161474707168e+01,1.661753553577435705e+00
1.230065733066590461e+01,2.159212258678657292e+00
1.232066304658473754e+01,1.310560740636521615e+00
1.234066876250357225e+01,1.052798449440909501e+00
1.236067447842240696e+01,1.753095588513313263e+00
1.238068019434123990e+01,1.073377572690504600e+00
1.240068591026007461e+01,2.440879722307104593e+00
1.242069162617890754e+01,1.471307326446736674e+00
1.244069734209774225e+01,2.320661369222600801e+00
1.246070305801657696e+01,1.483173933662472077e+00
1.248070877393540989e+01,1.956398710027484888e+00
1.250071448985424460e+01,1.986811194242131595e+00
1.252072020577307754e+01,1.652194544372574736e+00
1.254072592169191225e+01,1.638445921625613533e+00
1.256073163761074696e+01,1.486942227255251270e+00
1.258073735352957989e+01,2.260857328812376554e+00
1.260074306944841460e+01,2.422566339540598079e+00
1.262074878536724754e+01,2.125041523125188903e+00
1.264075450128608225e+01,1.416034195233952353e+00
1.266076021720491518e+01,1.459528026241713849e+00
1.268076593312374989e+01,1.556042225936533629e+00
1.270077164904258282e+01,2.124958830577228674e+00
1.272077736496141753e+01,1.129446498743230443e+00
1.274078308088025224e+01,1.806728085588040322e+00
1.276078879679908518e+01,1.771435013660159985e+00
1.278079451271791989e+01,2.206112243469075196e+00
1.280080022863675282e+01,1.415078341478380297e+00
1.282080594455558753e+01,2.282311912984773983e+00
1.284081166047442224e+01,1.346667031679603888e+00
1.286081737639325517e+01,1.361827265411295951e+00
1.288082309231208988e+01,1.011491393408885386e+00
1.290082880823092282e+01,1.821084409773884971e+00
1.292083452414975753e+01,1.845704187348602643e+00
1.294084024006859224e+01,2.055006440631320430e+00
1.296084595598742517e+01,1.606257898445924148e+00
1.298085167190625810e+01,1.840416340728348921e+00
1.300085738782509281e+01,1.960832746420404948e+00
1.302086310374392752e+01,1.683532514577479100e+00
1.304086881966276046e+01,1.628634887909938378e+00
1.306087453558159517e+01,2.383231956479237912e+00
1.308088025150042810e+01,1.480587184656556143e+00
1.310088596741926281e+01,1.975702321152667196e+00
1.312089168333809752e+01,2.043436950768966476e+00
1.314089739925693046e+01,1.879710899491754184e+00
1.316090311517576517e+01,1.834852337896873742e+00
1.318090883109459810e+01,2.508683931055480265e+00
1.320091454701343281e+01,2.390806245406948083e+00
1.322092026293226752e+01,2.028168326909597141e+00
1.324092597885110045e+01,1.536800011185074588e+00
1.326093169476993339e+01,1.895560329577130831e+00
1.328093741068876810e+01,1.718616969520515347e+00
1.330094312660760281e+01,1.789882046177462716e+00
1.332094884252643574e+01,2.034859444782788351e+00
1.334095455844527045e+01,1.960586691948747129e+00
1.336096027436410338e+01,2.552891134800845840e+00
1.338096599028293809e+01,1.493180078031814961e+00
1.340097170620177280e+01,1.870473568654048790e+00
1.342097742212060574e+01,2.020894394550374784e+00
1.344098313803944045e+01,2.296657601933745241e+00
1.346098885395827338e+01,2.598262772761159578e+00
1.348099456987710809e+01,2.915331907478134532e+00
1.350100028579594280e+01,2.026059521394574681e+00
1.352100600171477573e+01,1.544182744142875485e+00
1.354101171763361044e+01,1.490667168195093151e+00
1.356101743355244338e+01,2.101925310469043406e+00
1.358102314947127809e+01,1.636233094480336936e+00
1.360102886539011102e+01,2.492056963692791172e+00
1.362103458130894573e+01,1.565823419488585388e+00
1.364104029722777867e+01,1.334891720830584827e+00
1.366104601314661338e+01,1.832016480576731832e+00
1.368105172906544809e+01,2.301568702294084723e+00
1.370105744498428102e+01,2.571396835242297563e+00
1.372106316090311573e+01,1.814752652646889786e+00
1.374106887682194866e+01,2.348558967880167714e+00
1.376107459274078337e+01,1.574869315061289576e+00
1.378108030865961808e+01,2.651106741127566835e+00
1.380108602457845102e+01,2.360787815701574921e+00
1.382109174049728573e+01,2.510153855714392535e+00
1.384109745641611866e+01,2.572460095102408584e+00
1.386110317233495337e+01,2.287346107910881887e+00
1.388110888825378808e+01,2.343767450068192204e+00
1.390111460417262101e+01,1.486554298720794254e+00
1.392112032009145395e+01,2.173921849837773035e+00
1.394112603601028866e+01,2.041606828001698570e+00
1.396113175192912337e+01,2.349802932006180622e+00
1.398113746784795630e+01,1.768660501111955163e+00
1.400114318376679101e+01,2.533197593870241349e+00
1.402114889968562395e+01,2.386942556933133286e+00
1.404115461560445866e+01,2.215858698465073662e+00
1.406116033152329337e+01,2.455281659257247284e+00
1.408116604744212630e+01,2.032733196041090373e+00
1.410117176336095923e+01,2.965886740858835857e+00
1.412117747927979394e+01,2.605094848361378723e+00
1.414118319519862865e+01,2.106795364223136957e+00
1.416118891111746336e+01,2.316811733436091814e+00
1.418119462703629630e+01,2.814951707272903114e+00
1.420120034295512923e+01,2.282474916811897181e+00
1.422120605887396394e+01,2.970435552958425873e+00
1.424121177479279865e+01,2.168801937232156973e+00
1.426121749071163336e+01,2.304995453551179629e+00
1.428122320663046629e+01,2.584590103040332654e+00
1.430122892254929923e+01,2.403441209627557473e+00
1.432123463846813394e+01,2.301458595884547265e+00
1.434124035438696865e+01,2.383572011400207469e+00
1.436124607030580158e+01,1.775611365485386006e+00
1.438125178622463629e+01,2.485121461511167418e+00
1.440125750214346922e+01,1.598569749659788597e+00
1.442126321806230393e+01,2.872013692143617458e+00
1.444126893398113864e+01,3.153343862516028828e+00
1.446127464989997158e+01,2.376724270483869805e+00
1.448128036581880451e+01,2.614728564827307089e+00
1.450128608173763922e+01,2.157228183711447755e+00
1.452129179765647393e+01,2.853555601425706634e+00
1.454129751357530864e+01,2.508427197724897084e+00
1.456130322949414158e+01,2.527936180508543629e+00
1.458130894541297451e+01,2.552699196128573433e+00
1.460131466133180922e+01,2.470149586732790503e+00
1.462132037725064393e+01,1.597312949861880327e+00
1.464132609316947686e+01,2.795950969973522326e+00
1.466133180908831157e+01,1.939749132112864594e+00
1.468133752500714451e+01,3.186785792780280957e+00
1.470134324092597922e+01,2.243065660537527428e+00
1.472134895684481393e+01,2.517088389758523892e+00
1.474135467276364686e+01,2.181820871994214706e+00
1.476136038868247979e+01,2.657232125853893123e+00
1.478136610460131450e+01,2.142421842881959027e+00
1.480137182052014921e+01,2.312691135047820090e+00
1.482137753643898392e+01,3.090909076527249333e+00
1.484138325235781686e+01,1.692371102792441517e+00
1.486138896827664979e+01,2.671424156166009478e+00
1.488139468419548450e+01,1.920655627920204500e+00
1.490140040011431921e+01,2.809822389754907945e+00
1.492140611603315392e+01,1.947274611633481589e+00
1.494141183195198685e+01,2.724358100058490884e+00
1.496141754787081979e+01,1.871856639834444280e+00
1.498142326378965450e+01,2.755236984552114077e+00
1.500142897970848921e+01,2.589343484725469047e+00
1.502143469562732214e+01,2.773728913672383722e+00
1.504144041154615508e+01,2.790221557475468295e+00
1.506144612746498979e+01,2.081980271928562942e+00
1.508145184338382450e+01,2.739232711080294536e+00
1.510145755930265921e+01,1.705186066779750709e+00
1.512146327522149214e+01,2.032302234408201791e+00
1.514146899114032507e+01,1.819438880965481786e+00
1.516147470705915978e+01,1.977354814885428969e+00
1.518148042297799449e+01,3.405329307218746493e+00
1.520148613889682920e+01,2.482357983135137669e+00
1.522149185481566214e+01,2.721244849826739198e+00
1.524149757073449507e+01,2.752686916191980693e+00
1.526150328665332978e+01,2.191423276569162581e+00
1.528150900257216449e+01,2.011355074824731748e+00
1.530151471849099742e+01,2.359897382452337489e+00
1.532152043440983036e+01,2.974617397312065314e+00
1.534152615032866507e+01,2.381828824154307078e+00
1.536153186624749978e+01,3.029644335485878415e+00
1.538153758216633449e+01,2.027994286816888980e+00
1.540154329808516742e+01,2.969010446616978438e+00
1.542154901400400036e+01,3.215145843914545942e+00
1.544155472992283507e+01,1.834195302841919784e+00
1.546156044584166978e+01,2.380832813292299122e+00
1.548156616176050449e+01,2.133851295999600772e+00
1.550157187767933742e+01,2.488638579241954307e+00
1.552157759359817035e+01,3.201740192991539669e+00
1.554158330951700506e+01,2.591881037094545537e+00
1.556158902543583977e+01,3.388733518444055015e+00
1.558159474135467271e+01,2.620867428997795123e+00
1.560160045727350742e+01,2.879200333116852306e+00
1.562160617319234035e+01,2.866288772160823672e+00
1.564161188911117506e+01,2.572799480199519540e+00
1.566161760503000977e+01,2.301922568184129325e+00
1.568162332094884270e+01,2.960457059065770835e+00
1.570162903686767564e+01,3.491148182644302267e+00
1.572163475278651035e+01,2.350635236581768872e+00
1.574164046870534506e+01,2.327183576383282215e+00
1.576164618462417977e+01,2.894035943264750443e+00
1.578165190054301270e+01,2.954971246691493025e+00
1.580165761646184563e+01,2.536300587869237511e+00
1.582166333238068034e+01,3.029026282716920093e+00
1.584166904829951505e+01,3.055904927225421730e+00
1.586167476421834799e+01,2.881074193551307339e+00
1.588168048013718270e+01,2.886472875421299378e+00
1.590168619605601563e+01,2.905082722206904222e+00
1.592169191197485034e+01,3.275796985576852727e+00
1.594169762789368505e+01,2.347869142823324040e+00
1.596170334381251799e+01,2.665850466476173519e+00
1.598170905973135092e+01,3.064044411322217165e+00
1.600171477565018563e+01,3.097572633505160322e+00
1.602172049156902034e+01,2.416044290318633880e+00
1.604172620748785505e+01,2.015218460405332479e+00
1.606173192340668976e+01,2.980212346744127494e+00
1.608173763932552092e+01,2.296958188933816203e+00
1.610174335524435563e+01,2.625859020534432098e+00
1.612174907116319034e+01,3.370302358701172452e+00
1.614175478708202505e+01,2.433880128979821311e+00
1.616176050300085620e+01,2.109482751131221523e+00
1.618176621891969091e+01,2.467778219677275953e+00
1.620177193483852562e+01,2.415835047691474280e+00
1.622177765075736033e+01,2.756700499837661411e+00
1.624178336667619504e+01,3.294885529561895510e+00
1.626178908259502620e+01,2.202077853610050706e+00
1.628179479851386091e+01,2.857452528509951684e+00
1.630180051443269562e+01,3.264794960131621515e+00
1.632180623035153033e+01,2.505955335344445700e+00
1.634181194627036149e+01,2.727755314518230279e+00
1.636181766218919620e+01,2.390668676008160354e+00
1.638182337810803091e+01,3.365870677790510523e+00
1.640182909402686562e+01,3.046661358326219649e+00
1.642183480994570033e+01,3.253532848463593474e+00
1.644184052586453504e+01,2.721772211620018034e+00
1.646184624178336620e+01,2.852772138942446301e+00
1.648185195770220091e+01,2.911778508340133076e+00
1.650185767362103562e+01,2.392979664388722671e+00
1.652186338953986677e+01,3.397465237811023719e+00
1.654186910545870148e+01,3.123994498258982233e+00
1.656187482137753619e+01,2.633076840089120907e+00
1.658188053729637090e+01,2.887769729867565083e+00
1.660188625321520561e+01,2.999669722391203663e+00
1.662189196913404032e+01,3.049956309828380618e+00
1.664189768505287148e+01,2.418285496822175418e+00
1.666190340097170619e+01,2.624922644865140153e+00
1.668190911689054090e+01,2.090383681394700766e+00
1.670191483280937561e+01,2.782408837472949426e+00
1.672192054872820677e+01,3.165089887012449310e+00
1.674192626464704148e+01,2.996764458725513336e+00
