angle,intensity
1.000000000000000000e+01,6.945932900602889148e-01
1.002000571591883471e+01,6.212508952661452977e-01
1.004001143183766764e+01,4.934436169102408010e-01
1.006001714775650235e+01,1.442903768109075280e+00
1.008002286367533529e+01,1.161338100430757025e+00
1.010002857959417000e+01,9.066283387667630755e-01
1.012003429551300293e+01,9.495984002589843431e-01
1.014004001143183764e+01,1.163600862304828398e+00
1.016004572735067235e+01,1.456196251014452603e+00
1.018005144326950528e+01,1.724658368546881704e+00
1.020005715918833999e+01,7.648819660133254761e-01
1.022006287510717293e+01,1.496552780731098764e+00
1.024006859102600764e+01,6.126263592060547936e-01
1.026007430694484057e+01,8.960398543142593653e-01
1.028008002286367528e+01,7.712898017825110530e-01
1.030008573878250999e+01,1.652706703470650407e+00
1.032009145470134293e+01,1.459472535181427943e+00
1.034009717062017764e+01,1.127020541655118002e+00
1.036010288653901057e+01,1.400773959549573622e+00
1.038010860245784528e+01,1.490716045995077010e+00
1.040011431837667999e+01,6.608419626046538875e-01
1.042012003429551292e+01,1.264854396389617275e+00
1.044012575021434763e+01,1.482442770132110788e+00
1.046013146613318057e+01,1.118254479053466977e+00
1.048013718205201528e+01,1.503995879952063852e+00
1.050014289797084821e+01,6.594723380094307252e-01
1.052014861388968292e+01,1.292402579277468933e+00
1.054015432980851585e+01,1.081881461987260984e+00
1.056016004572735056e+01,7.216107757983002413e-01
1.058016576164618527e+01,1.891875491510359275e+00
1.060017147756501821e+01,1.654052819996731483e+00
1.062017719348385292e+01,6.647770953993333842e-01
1.064018290940268585e+01,1.165494315223355892e+00
1.066018862532152056e+01,6.610491354782374041e-01
1.068019434124035527e+01,8.261448414476895152e-01
1.070020005715918820e+01,1.336573917787532206e+00
1.072020577307802292e+01,9.513264935580358905e-01
1.074021148899685585e+01,9.424548218185420101e-01
1.076021720491569056e+01,1.655478450593547368e+00
1.078022292083452349e+01,1.207061735743568009e+00
1.080022863675335820e+01,1.736900860954445180e+00
1.082023435267219291e+01,5.402711779056942332e-01
1.084024006859102585e+01,1.323953246168377840e+00
1.086024578450986056e+01,2.079920979808516535e+00
1.088025150042869349e+01,9.157390847751222251e-01
1.090025721634752820e+01,1.502183603511625609e+00
1.092026293226636113e+01,1.289941156388388244e+00
1.094026864818519584e+01,1.422382694697545302e+00
1.096027436410403055e+01,9.443162800876736540e-01
1.098028008002286349e+01,1.232473232672146590e+00
1.100028579594169820e+01,1.232239847977602665e+00
1.102029151186053113e+01,1.352763358512879543e+00
1.104029722777936584e+01,1.727159568017448965e+00
1.106030294369819877e+01,9.466296623468077875e-01
