angle,intensity
1.000000000000000000e+01,3.614206274684051756e+00
1.002000571591883471e+01,3.159079793957755733e+00
1.004001143183766764e+01,2.659741961740750504e+00
1.006001714775650235e+01,3.960058028776821004e+00
1.008002286367533529e+01,3.530718681000460268e+00
1.010002857959417000e+01,4.133303606592690471e+00
1.012003429551300293e+01,3.529498709020948422e+00
1.014004001143183764e+01,3.152056680366126518e+00
1.016004572735067235e+01,3.092289730364915723e+00
1.018005144326950528e+01,4.104975575002690391e+00
1.020005715918833999e+01,4.193910474724761528e+00
1.022006287510717293e+01,3.750519763603685330e+00
1.024006859102600764e+01,3.020807869697144099e+00
1.026007430694484057e+01,3.510120476847562898e+00
1.028008002286367528e+01,3.207271807582886325e+00
1.030008573878250999e+01,2.809131800964517200e+00
1.032009145470134293e+01,2.872911524800659588e+00
1.034009717062017764e+01,3.354769268313701591e+00
1.036010288653901057e+01,4.169262331794045373e+00
1.038010860245784528e+01,3.565757931505502132e+00
1.040011431837667999e+01,3.644589553319930619e+00
1.042012003429551292e+01,4.195576742987223717e+00
1.044012575021434763e+01,3.691375173047056091e+00
1.046013146613318057e+01,3.723120388664480807e+00
1.048013718205201528e+01,3.209287169992740107e+00
1.050014289797084821e+01,2.660146666247881875e+00
1.052014861388968292e+01,3.760494752918413397e+00
1.054015432980851585e+01,2.577610371132947442e+00
1.056016004572735056e+01,3.197861060995218274e+00
1.058016576164618527e+01,3.392688868032395888e+00
1.060017147756501821e+01,3.160224196564307864e+00
1.062017719348385292e+01,4.227083902433795615e+00
1.064018290940268585e+01,3.719125360201470443e+00
1.066018862532152056e+01,3.707995516401897618e+00
1.068019434124035527e+01,3.828852888947783306e+00
1.070020005715918820e+01,3.000119139811319169e+00
1.072020577307802292e+01,3.535758838516590341e+00
1.074021148899685585e+01,3.439382536470000140e+00
1.076021720491569056e+01,2.806572755648347961e+00
1.078022292083452349e+01,3.673685184669500003e+00
1.080022863675335820e+01,3.786625780344766490e+00
1.082023435267219291e+01,3.295063258336873080e+00
1.084024006859102585e+01,4.003016682520948777e+00
1.086024578450986056e+01,3.415322605535181744e+00
1.088025150042869349e+01,3.145788832273367142e+00
1.090025721634752820e+01,3.578257009336462513e+00
1.092026293226636113e+01,3.554763752342227079e+00
1.094026864818519584e+01,3.487848412294076272e+00
1.096027436410403055e+01,3.161996362605074662e+00
1.098028008002286349e+01,3.043830115952765869e+00
1.100028579594169820e+01,3.228531959907270821e+00
1.102029151186053113e+01,3.347821335276767396e+00
1.104029722777936584e+01,3.659651601828177725e+00
1.106030294369819877e+01,3.391269081013779108e+00
