angle,intensity
1.000000000000000000e+01,1.366296019468804968e+00
1.002000571591883471e+01,1.229078387468506506e+00
1.004001143183766764e+01,6.157260990191906203e-01
1.006001714775650235e+01,4.360370014077685763e-01
1.008002286367533529e+01,6.405158734036229262e-01
1.010002857959417000e+01,8.074732295726325670e-01
1.012003429551300293e+01,1.279763739323691585e+00
1.014004001143183764e+01,1.142955362992218671e+00
1.016004572735067235e+01,1.467308394934717430e+00
1.018005144326950528e+01,8.232706471328528064e-01
1.020005715918833999e+01,7.196699837932361010e-01
1.022006287510717293e+01,4.696978659362163189e-01
1.024006859102600764e+01,1.608497423224899414e+00
1.026007430694484057e+01,8.930730281401553228e-01
1.028008002286367528e+01,1.186301609608274799e+00
1.030008573878250999e+01,1.170789034506933834e+00
1.032009145470134293e+01,5.149558469927270066e-01
1.034009717062017764e+01,6.662609887107646678e-01
1.036010288653901057e+01,1.170528682788508412e+00
1.038010860245784528e+01,1.375331626986369793e+00
1.040011431837667999e+01,1.324506709851436925e+00
1.042012003429551292e+01,8.104466245078155717e-01
1.044012575021434763e+01,1.000227147879633405e+00
1.046013146613318057e+01,1.321585476256044167e+00
1.048013718205201528e+01,1.425741167475534699e+00
1.050014289797084821e+01,1.142283403605067083e+00
1.052014861388968292e+01,1.315030116947723204e+00
1.054015432980851585e+01,7.996058605824349907e-01
1.056016004572735056e+01,1.032323196835849055e+00
1.058016576164618527e+01,7.812893529213321697e-01
1.060017147756501821e+01,8.649620174109123871e-01
1.062017719348385292e+01,1.060294640218642392e+00
1.064018290940268585e+01,3.796235878819056442e-01
1.066018862532152056e+01,4.786548693227523632e-01
1.068019434124035527e+01,1.644540003335630995e+00
1.070020005715918820e+01,1.825405629999768742e+00
1.072020577307802292e+01,7.042387442507699324e-01
1.074021148899685585e+01,1.198496100337978820e+00
1.076021720491569056e+01,1.329470309204500156e+00
1.078022292083452349e+01,1.340224082894375890e+00
1.080022863675335820e+01,1.980534043500167485e+00
1.082023435267219291e+01,1.494261394292528689e+00
1.084024006859102585e+01,6.355790519331893096e-01
1.086024578450986056e+01,1.066230596663018115e+00
1.088025150042869349e+01,7.411731690417993068e-01
1.090025721634752820e+01,1.017404922199671491e+00
1.092026293226636113e+01,1.287370027475253309e+00
1.094026864818519584e+01,1.318429153125111108e+00
1.096027436410403055e+01,6.561265001279126263e-01
1.098028008002286349e+01,1.544056537401505835e+00
1.100028579594169820e+01,9.881138190768138374e-01
1.102029151186053113e+01,1.322873668509052525e+00
1.104029722777936584e+01,8.989799711105355140e-01
1.106030294369819877e+01,2.053728638259007866e+00
1.108030865961703348e+01,1.757277794388834469e+00
1.110031437553586819e+01,1.693265671732057331e+00
1.112032009145470113e+01,1.499171050655853099e+00
1.114032580737353584e+01,1.335043962115982641e+00
1.116033152329236877e+01,1.389919637195720536e+00
1.118033723921120348e+01,1.840502228822710862e+00
1.120034295513003642e+01,1.710055701389189942e+00
1.122034867104887113e+01,1.536538462424782203e+00
1.124035438696770584e+01,1.248364182291242130e+00
1.126036010288653877e+01,1.575676912169480470e+00
1.128036581880537348e+01,1.645559164811937425e+00
1.130037153472420641e+01,6.684542041974628201e-01
1.132037725064304112e+01,7.797129711446870726e-01
1.134038296656187583e+01,9.793249867834367128e-01
1.136038868248070877e+01,1.643506022611947781e+00
1.138039439839954348e+01,1.369853366994107979e+00
1.140040011431837641e+01,1.945228172271499023e+00
1.142040583023721112e+01,1.471440975811338703e+00
1.144041154615604405e+01,1.346285777738507772e+00
1.146041726207487876e+01,1.526404894314759231e+00
1.148042297799371170e+01,1.541252576610239178e+00
1.150042869391254641e+01,8.560209383222322499e-01
1.152043440983138112e+01,1.694492672946560141e+00
1.154044012575021405e+01,1.321906910775521027e+00
1.156044584166904876e+01,1.317924368932573032e+00
1.158045155758788169e+01,1.609929508307410551e+00
1.160045727350671640e+01,1.451826247893773125e+00
1.162046298942555111e+01,1.927024518004340159e+00
1.164046870534438405e+01,1.917758180550734881e+00
1.166047442126321876e+01,2.202170517769745040e+00
1.168048013718205169e+01,1.811932788503086478e+00
1.170048585310088640e+01,1.029796145005738239e+00
1.172049156901971934e+01,2.281214808505847458e+00
1.174049728493855405e+01,1.083758896430413676e+00
1.176050300085738698e+01,1.131385158138588309e+00
1.178050871677622169e+01,2.371682054440795717e+00
1.180051443269505640e+01,1.314444474481097913e+00
1.182052014861388933e+01,1.027356138314813316e+00
1.184052586453272404e+01,2.279600416431130316e+00
1.186053158045155698e+01,1.698483080233291975e+00
1.188053729637039169e+01,1.299470330146863084e+00
1.190054301228922640e+01,1.434619017382306350e+00
1.192054872820805933e+01,1.480499489128516366e+00
1.194055444412689404e+01,1.463462113333806602e+00
1.196056016004572697e+01,1.200545555645242013e+00
1.198056587596456168e+01,1.439643880107393414e+00
1.200057159188339639e+01,1.795942976578243977e+00
1.202057730780222933e+01,1.628092933696109412e+00
1.204058302372106226e+01,1.574767190220941693e+00
1.206058873963989697e+01,1.427058561386040925e+00
1.208059445555873168e+01,1.344155565190166435e+00
1.210060017147756461e+01,1.483588120848734260e+00
1.212060588739639932e+01,2.436435633809219237e+00
1.214061160331523226e+01,1.799082893815890483e+00
1.216061731923406697e+01,1.507990554395556515e+00
1.218062303515290168e+01,1.554132563556101410e+00
1.220062875107173461e+01,1.853432023779395088e+00
1.222063446699056932e+01,2.347444819356637957e+00
1.224064018290940226e+01,1.521225939678271466e+00
