angle,intensity
1.000000000000000000e+01,3.609148103718552214e+00
1.002000571591883471e+01,3.820902418695399483e+00
1.004001143183766764e+01,3.173148120672083738e+00
1.006001714775650235e+01,3.673760751069494290e+00
1.008002286367533529e+01,2.839243569628453479e+00
1.010002857959417000e+01,3.821363545619302471e+00
1.012003429551300293e+01,4.159444976863412080e+00
1.014004001143183764e+01,2.928700726992442327e+00
1.016004572735067235e+01,3.595025591842707868e+00
1.018005144326950528e+01,3.627460470434302309e+00
1.020005715918833999e+01,3.198553014719135223e+00
1.022006287510717293e+01,3.444308309053973893e+00
1.024006859102600764e+01,3.052730570713400482e+00
1.026007430694484057e+01,3.776260805332791737e+00
1.028008002286367528e+01,3.372542215318119041e+00
1.030008573878250999e+01,3.079019746681532332e+00
1.032009145470134293e+01,3.142050059628914482e+00
1.034009717062017764e+01,3.436208333178062624e+00
1.036010288653901057e+01,2.660216589439523993e+00
1.038010860245784528e+01,3.487641960136286023e+00
1.040011431837667999e+01,4.122552844442330056e+00
1.042012003429551292e+01,4.260941726696536591e+00
1.044012575021434763e+01,2.670426537915273624e+00
1.046013146613318057e+01,2.995378418486877692e+00
1.048013718205201528e+01,3.668196239077616827e+00
1.050014289797084821e+01,3.380054360538225389e+00
1.052014861388968292e+01,4.133457454039243473e+00
1.054015432980851585e+01,3.732000329076211376e+00
1.056016004572735056e+01,2.870535553962717756e+00
1.058016576164618527e+01,3.077431981654302984e+00
1.060017147756501821e+01,3.144400859926692604e+00
1.062017719348385292e+01,2.769227427043672751e+00
1.064018290940268585e+01,3.476163387669114702e+00
1.066018862532152056e+01,2.903297478701712286e+00
1.068019434124035527e+01,3.285176407791701170e+00
1.070020005715918820e+01,3.503006098140009961e+00
1.072020577307802292e+01,3.335576162100638342e+00
1.074021148899685585e+01,3.856993881224919818e+00
1.076021720491569056e+01,3.622679011519135184e+00
1.078022292083452349e+01,4.049376970090246886e+00
1.080022863675335820e+01,3.083751106199899006e+00
1.082023435267219291e+01,2.925639490904667905e+00
1.084024006859102585e+01,3.869355447354427380e+00
1.086024578450986056e+01,3.212598811784738828e+00
1.088025150042869349e+01,3.213819893907044811e+00
1.090025721634752820e+01,3.337848069885464675e+00
1.092026293226636113e+01,3.242996203038191805e+00
1.094026864818519584e+01,4.154741818891260152e+00
1.096027436410403055e+01,3.392777863783308590e+00
1.098028008002286349e+01,3.980313635743643275e+00
1.100028579594169820e+01,3.644542617730352152e+00
1.102029151186053113e+01,2.821609279641674739e+00
1.104029722777936584e+01,3.316168840166185294e+00
1.106030294369819877e+01,2.930745396629412358e+00
1.108030865961703348e+01,2.991523150708949697e+00
1.110031437553586819e+01,3.950301125161971516e+00
1.112032009145470113e+01,3.817221503052931286e+00
1.114032580737353584e+01,2.804770993037174698e+00
1.116033152329236877e+01,3.320348728212682676e+00
1.118033723921120348e+01,3.412388787780390675e+00
1.120034295513003642e+01,3.856201212408919332e+00
1.122034867104887113e+01,2.989786519358311967e+00
1.124035438696770584e+01,3.698166065396327973e+00
1.126036010288653877e+01,3.343430969753796056e+00
1.128036581880537348e+01,3.715610957903911160e+00
1.130037153472420641e+01,3.611406889601747494e+00
1.132037725064304112e+01,3.598216539646780010e+00
1.134038296656187583e+01,3.207708309013421744e+00
1.136038868248070877e+01,3.753214426248911106e+00
1.138039439839954348e+01,4.035272737610986482e+00
1.140040011431837641e+01,3.602927925252254138e+00
1.142040583023721112e+01,3.228982985237361270e+00
1.144041154615604405e+01,4.351045376484368177e+00
1.146041726207487876e+01,3.603136590976039333e+00
1.148042297799371170e+01,3.276778380271216484e+00
1.150042869391254641e+01,3.747208176954633263e+00
1.152043440983138112e+01,3.341986165476812598e+00
1.154044012575021405e+01,3.562002492938070475e+00
1.156044584166904876e+01,3.951918419421642348e+00
1.158045155758788169e+01,3.604601202304109187e+00
1.160045727350671640e+01,3.459230116998445403e+00
1.162046298942555111e+01,3.486966145351823698e+00
1.164046870534438405e+01,3.301889598105547829e+00
1.166047442126321876e+01,3.765142370442460251e+00
1.168048013718205169e+01,2.588534490289136514e+00
1.170048585310088640e+01,3.099466541599556813e+00
1.172049156901971934e+01,3.423858632027606763e+00
1.174049728493855405e+01,3.877933733652892734e+00
1.176050300085738698e+01,3.334590581520721297e+00
1.178050871677622169e+01,2.711974484780343086e+00
1.180051443269505640e+01,3.126794890917034664e+00
1.182052014861388933e+01,3.221185938933773585e+00
1.184052586453272404e+01,3.854144235985297318e+00
1.186053158045155698e+01,3.586107010653021288e+00
1.188053729637039169e+01,3.717682970779511820e+00
1.190054301228922640e+01,3.887968308964115050e+00
1.192054872820805933e+01,3.690015582564926788e+00
1.194055444412689404e+01,4.194016868022303335e+00
1.196056016004572697e+01,3.552738863874662201e+00
1.198056587596456168e+01,3.686700106426145318e+00
1.200057159188339639e+01,2.927579034327211005e+00
1.202057730780222933e+01,4.106715915831110841e+00
1.204058302372106226e+01,2.696870918411856000e+00
1.206058873963989697e+01,3.907798112896802678e+00
1.208059445555873168e+01,3.477793870272260612e+00
1.210060017147756461e+01,3.864596441212242439e+00
1.212060588739639932e+01,3.783478739706193750e+00
