sample_id,precision,recall,rwp
312,0.0,0.0,1.0000000300744676
313,0.0,0.0,1.000000042802937
314,0.0,0.0,0.99999999962842
315,0.0,0.0,1.0000000014651855
316,0.0,0.0,1.0000000090367092
317,0.0,0.0,0.9999999897784078
318,0.0,0.0,0.9999999966446936
319,0.0,0.0,1.000000006314629
320,0.0,0.0,1.0000000020847073
321,0.0,0.0,1.0000000041367547
322,0.0,0.0,0.6941664396771735
323,0.0,0.0,1.0000000242383713
324,0.0,0.0,1.000000046164568
325,0.0,0.0,0.999999995127313
326,0.0,0.0,1.0000000185193263
327,0.0,0.0,1.00000001096958
328,0.0,0.0,1.0000000038980894
329,0.0,0.0,1.000000000586651
330,0.0,0.0,0.9999999939868504
331,0.0,0.0,0.9999999848781451
332,0.0,0.0,1.0000000116321155
333,0.0,0.0,0.9999999895331539
334,0.0,0.0,0.9999999866106918
335,0.0,0.0,1.0000000385886243
336,0.0,0.0,1.0000000124586998
337,0.0,0.0,0.9999999816595547
338,0.0,0.0,1.0000000165902019
339,0.0,0.0,1.0000000153013633
340,0.0,0.0,1.000000008702225
341,0.0,0.0,1.000000032984895
342,0.0,0.0,0.9999999820051181
343,0.0,0.0,1.00000001716784
344,0.0,0.0,0.9999999805477825
345,0.0,0.0,1.000000020653683
346,0.0,0.0,0.9999999974860614
347,0.0,0.0,0.9999999969358357
348,0.0,0.0,0.9999999948839897
349,0.0,0.0,1.000000007554439
350,0.0,0.0,0.9999999711985781
351,0.0,0.0,1.0000000113086298
352,0.0,0.0,0.9999999581167124
353,0.0,0.0,0.9999999612838276
354,0.0,0.0,0.9999999688018135
355,0.0,0.0,0.9999999735187342
356,0.0,0.0,1.0000000353173237
357,0.0,0.0,0.9999999957110808
358,0.0,0.0,0.9999999980849411
359,0.0,0.0,1.0000000199381591
360,0.0,0.0,0.9999999786784386
361,0.0,0.0,1.0000000171718137
362,0.0,0.0,0.9999999617903139
363,0.0,0.0,1.000000002982347
364,0.0,0.0,1.0000000053506677
365,0.0,0.0,1.0000000507617506
366,0.0,0.0,0.9999999852774265
367,0.0,0.0,1.000000033978872
368,0.0,0.0,0.9999999834690725
369,0.0,0.0,1.0000000300462717
370,0.0,0.0,1.0000000055715395
371,0.0,0.0,0.9999999732914866
372,0.0,0.0,1.0000000091506642
373,0.0,0.0,0.999999991043172
374,1.0,0.3333333333333333,0.3691597212658562
375,0.0,0.0,1.000000007409862
376,0.0,0.0,1.0000000316806146
377,0.0,0.0,0.9999999803841481
378,0.0,0.0,1.0000000060582683
379,0.0,0.0,0.9999999633833845
380,0.5,0.5,1.008051989551389
381,0.0,0.0,1.0000000258131474
382,0.0,0.0,1.000000008685417
383,0.0,0.0,1.0000000152101973
384,0.0,0.0,1.0000000338068797
385,0.0,0.0,0.9999999694487183
386,0.0,0.0,0.9999999877920331
387,0.0,0.0,0.9999999522550759
388,0.0,0.0,1.000000030332059
389,0.0,0.0,0.9999999820508018
390,0.0,0.0,0.9999999914902842
391,0.0,0.0,1.0000000167727308
392,0.0,0.0,0.999999976243044
393,0.0,0.0,1.000000008354916
394,0.0,0.0,1.0000000074036872
395,0.0,0.0,1.0000000162290998
396,0.0,0.0,1.0000000043232138
397,0.0,0.0,0.9999999623819698
398,0.0,0.0,0.9999999715888994
399,0.0,0.0,0.9999999922741023
400,0.0,0.0,1.0000000002095328
401,0.0,0.0,0.9999999728889291
402,0.0,0.0,0.9999999648464599
403,0.0,0.0,0.9999999950219555
404,0.0,0.0,0.9999999988367191
405,0.0,0.0,0.9999999816832281
406,0.0,0.0,0.9999999933945509
407,0.0,0.0,0.9999999712077453
408,0.0,0.0,1.0000000275843304
409,0.0,0.0,1.000000027192488
410,0.0,0.0,0.9999999996904698
411,0.0,0.0,1.0000000017274084
412,0.0,0.0,0.9999999603620684
413,0.0,0.0,1.0000000360151036
414,0.0,0.0,1.0000000051692846
415,0.0,0.0,1.0000000024397806
416,0.0,0.0,0.9999999854911914
417,1.0,0.5,0.6877701308955302
418,0.0,0.0,0.9999999782545793
419,0.0,0.0,0.9999999879038924
420,0.0,0.0,1.0000000184478626
421,0.0,0.0,1.0000000263578537
422,0.0,0.0,0.9999999995636658
423,0.0,0.0,0.9999999885165758
424,0.0,0.0,0.4816296368250232
425,0.0,0.0,1.0000000102040658
426,0.0,0.0,0.9999999780510387
427,0.0,0.0,0.9999999592229228
428,0.0,0.0,1.000000017359772
429,0.0,0.0,1.0000000150362487
430,0.0,0.0,0.9999999631075038
431,0.0,0.0,0.9999999811433447
432,0.0,0.0,1.0000000158180944
433,0.0,0.0,1.000000023553039
434,0.0,0.0,0.9999999677060365
435,0.0,0.0,0.9999999730082946
436,0.0,0.0,0.9999999800091842
